"Link","Title","Author","Time","Tag"
"https://cryptonews.com/news/sec-delays-decision-on-galaxy-spot-eth-etf.htm","SEC Delays Decision on Invesco Galaxy Spot Ethereum ETF","Tanzeel Akhtar","2024-05-07T05:32:20+00:00","ETFs Ethereum Securities and Exchange Commission"
"https://cryptonews.com/news/bitcoin-miners-after-halving.htm","Here's How Bitcoin Miners Performed Last Month After The Halving","Andrew Throuvalas","2024-05-06T23:34:19+00:00","Bitcoin halving Bitcoin Miner Marathon Digital"
"https://cryptonews.com/news/kenya-appoints-marathon-digital-as-consultant-for-cryptocurrency-regime-and-mining-energy-needs.htm","Kenya Appoints Marathon Digital as Consultant for Cryptocurrency Regime and Mining Energy Needs","Hassan Shittu","2024-05-06T22:49:55+00:00","Crypto Mining Kenya"
"https://cryptonews.com/news/cartier-jewelry-heir-busted-for-laundering-money-with-crypto.htm","Cartier Jewelry Heir Busted for Laundering Money with Crypto","Jimmy Aki","2024-05-06T19:30:38+00:00","Cartier Jewelry Heir Tether’s USDT US DOJ"
"https://cryptonews.com/news/bitcoin-wallet-comes-alive-after-over-a-decade-of-inactivity.htm","Whale's Bitcoin Wallet Comes Alive After Over a Decade of Inactivity","Jimmy Aki","2024-05-06T18:23:29+00:00","bitcoin wallet crypto whale Satoshi Nakamoto"
"https://cryptonews.com/news/chainlink-link-and-cardano-ada-investors-target-20x-returns-with-kelexo-klxo-amid-post-halving-stability.htm","Chainlink (LINK) and Cardano (ADA) Investors Target 20X Returns with Kelexo (KLXO) Amid Post-Halving Stability","",""
"https://cryptonews.com/news/uniswap-neo-communities-excited-by-pushds-strategic-e-commerce-advances-in-stage-6-presale.htm","Uniswap and NEO Communities Excited by Pushd’s Strategic E-Commerce Advances in Stage 6 Presale","",""
"https://cryptonews.com/news/once-a-meme-now-a-memecoin-sensation-apu-apustaja.htm","Once a Meme, Now a Memecoin Sensation: Apu Apustaja","",""
"https://cryptonews.com/news/friend-is-down-6-3-but-experts-say-new-dog-themed-ico-can-offer-1763-returns.htm","FRIEND Is Down 6.3%, But Experts Say New Dog-Themed Crypto ICO Can Offer 1,763% Returns","Tim Hakki","2024-05-06T14:59:29+00:00","friend wienerai"
"https://cryptonews.com/news/stacks-hedera-network-and-iron-fish-join-axelar-interchain.htm","Stacks, Moonriver, Hedera Network and Iron Fish Join Axelar's Interchain Amplifier","Tanzeel Akhtar","2024-05-06T14:00:41+00:00","Hedera Network Web3"
"https://cryptonews.com/news/australian-federal-court-rules-mostly-in-favor-of-regulator-in-case-against-bps-financial.htm","Australian Federal Court Rules Mostly in Favor of Regulator in Case Against BPS Financial","Ruholamin Haqshanas","2024-05-06T12:47:33+00:00","Australia Crypto Regulation"
"https://cryptonews.com/news/2-key-crypto-events-to-keep-an-eye-on-in-may-2024-secs-ethereum-eth-etf-decision-retik-finance-retik-launch-on-21st-may-2024.htm","2 Key Crypto Events to Keep an Eye on in May 2024: SEC's Ethereum (ETH) ETF Decision, Retik Finance (RETIK) Launch on 21st May 2024","",""
"https://cryptonews.com/news/over-90-of-stablecoin-transaction-volumes-are-not-from-genuine-users-study-reveals.htm","Over 90% of Stablecoin Transaction Volumes Are Not From Genuine Users: Visa Study","Ruholamin Haqshanas","2024-05-06T10:27:44+00:00","Stablecoin USDC Stablecoin Visa"
"https://cryptonews.com/news/the-time-is-now-bitgert-coin-price-to-soar-in-the-upcoming-week.htm","The Time Is Now: Bitgert Coin Price to Soar in the Upcoming Week","",""
"https://cryptonews.com/news/bitcoin-price-prediction-45.htm","Bitcoin Price Prediction: $64K Surge Amid ETF Inflows & 1B Transactions","Arslan Butt","2024-05-06T07:13:29+00:00","Bitcoin bitcoin news"
"https://cryptonews.com/news/crypto-venture-capital-funding-surpasses-1-billion.htm","Crypto Venture Capital Funding Surpasses $1 Billion for Second Consecutive Month","Ruholamin Haqshanas","2024-05-06T06:38:25+00:00","funding Venture Capital"
"https://cryptonews.com/news/bitcoin-crosses-one-billion-transactions-after-15-years.htm","Bitcoin Crosses One Billion Transactions After 15 Years","Hongji Feng","2024-05-06T06:07:59+00:00","Bitcoin Bitcoin ETF Grayscale"
"https://cryptonews.com/news/dogwifhat-pepe-and-dogecoin-all-spike-as-crypto-market-cap-gains-7-is-it-time-to-buy-meme-coins.htm","Dogwifhat, Pepe and Dogecoin All Spike As Crypto Market Cap Gains 7% - Is It Time to Buy Meme Coins?","Arslan Butt","2024-05-06T05:15:15+00:00","Dogecoin DogWifHat Pepe"
"https://cryptonews.com/news/crypto-excluded-from-new-south-korean-donations-law.htm","Crypto Excluded from New South Korean Donations Law","Tim Alper","2024-05-06T03:00:27+00:00","Donation South Korea"
"https://cryptonews.com/news/coinpoker-hosts-top-poker-tournament-of-the-year-csop-plus.htm","CoinPoker Hosts The Top Poker Tournaments Of The Year In May - CSOP+","James Spillane","2024-05-06T00:24:38+00:00"
"https://cryptonews.com/news/bitcoins-bearish-phase-ends-can-this-chainlink-competitor-surge-after-bullish-signs.htm","Bitcoin's Bearish Phase Ends, Can this Chainlink Competitor Surge After Bullish Signs?","Matt Williams","2024-05-06T19:52:09+00:00"
"https://cryptonews.com/news/internet-computer-launches-ckusdc-sepolia-an-icp-copy-of-usdc-in-ckerc20-token-standard.htm","Internet Computer Launches ckUSDC Sepolia, an ICP Copy of USDC in ckERC20 Token Standard","Ruholamin Haqshanas","2024-05-05T20:20:20+00:00","DeFi Internet Computer"
"https://cryptonews.com/news/why-1k-invested-in-aptos-optimism-and-blastup-today-could-mean-buying-a-dream-house-by-the-end-of-2024.htm","Why $1k Invested in Aptos, Optimism and BlastUP Today Could Mean Buying a Dream House By the End Of 2024","",""
"https://cryptonews.com/news/ripple-price-prediction-as-charts-show-potential-for-50x-returns-and-analysts-predict-a-spike-time-to-buy.htm","Ripple Price Prediction as Charts Show Potential for 50x Returns And Analysts Predict A Spike - Time to Buy?","Arslan Butt","2024-05-05T04:47:27+00:00","Ripple"
"https://cryptonews.com/news/eco-friendly-dogecoin-killer-dogecoin20-hits-mexc-tomorrow-with-45-staking-rewards.htm","Eco Friendly Dogecoin-Killer Dogecoin20 Hits MEXC Tomorrow With 45% Staking Rewards!","Gary McFarlane","2024-05-06T20:43:31+00:00"
"https://cryptonews.com/news/bitgert-coin-may-2024s-crypto-marvel-in-the-making.htm","Bitgert Coin: May 2024's Crypto Marvel in the Making","",""
"https://cryptonews.com/news/friend-tech-native-token-tanks-after-biggest-whale-dumps.htm","Friend.tech Native Token Tanks 50% After Biggest Whale Dumps","Harvey Hunter","2024-05-03T23:23:28+00:00","Airdrop price crash Whale"
"https://cryptonews.com/news/is-internet-computer-going-to-zero-icp-price-drops-2-3-investors-rush-into-this-new-gamblefi-token.htm","Is Internet Computer Going to Zero? ICP Price Drops 2.3%, Investors Rush Into This New GambleFi Token","Joel Frank","2024-05-03T22:56:21+00:00","ICP Internet Computer"
"https://cryptonews.com/news/chinas-next-gen-startups-take-on-industry-giant-openai.htm","Chinese AI Startups Take on Industry Giant OpenAI","Thomas Musgrave","2024-05-04T00:48:54+00:00","AI Artificial Intelligence China"
"https://cryptonews.com/news/top-crypto-gainers-today-on-dexscreener-arky-peepo-three.htm","Top Crypto Gainers Today on DEXScreener – ARKY, PEEPO, THREE","Joel Frank","2024-05-03T22:02:21+00:00","Bitcoin top crypto gainers"
"https://cryptonews.com/news/edward-snowden-addresses-bitcoin-privacy-after-crypto-mixers-charged.htm","Edward Snowden Warns “The Clock Is Ticking” for Bitcoin Privacy","Julia Smith","2024-05-03T20:54:42+00:00","Bitcoin developers Crypto mixing Edward Snowden"
"https://cryptonews.com/news/best-crypto-to-buy-today-may-3-ordinals-pendle-hedera.htm","Best Crypto to Buy Today May 3 – Ordinals, Pendle, Hedera","Joel Frank","2024-05-03T19:34:21+00:00","Best Crypto Bitcoin btc"
"https://cryptonews.com/news/nigerian-sec-to-meet-with-crypto-exchanges-amid-binance-execuitives-arrest-crypto-regulation-crackdown.htm","Nigerian SEC Set To Meet With Foreign Crypto Exchanges Amid Regulatory Crackdown: Report","Julia Smith","2024-05-03T17:10:22+00:00","Binance Executive Crypto Regulation Nigeria"
"https://cryptonews.com/exclusives/tascha-punyaneramitdee-founder-of-init-capital-on-defi-liquidity-hook-money-markets-point-farming-in-crypto-and-2024-trends-ep-331.htm","Tascha Punyaneramitdee, Founder of INIT Capital, on DeFi, Liquidity Hook Money Markets, Point Farming in Crypto, and 2024 Trends | Ep. 331","Sead Fadilpašić","2024-05-03T14:47:32+00:00","DeFi Layer-2 Staking"
"https://cryptonews.com/news/vodafone-aims-to-use-sim-cards-to-facilitate-crypto-transactions-on-mobile-phones.htm","Vodafone Aims to Use SIM Cards to Facilitate Crypto Transactions on Mobile Phones","Ruholamin Haqshanas","2024-05-03T13:01:17+00:00","Bitcoin Transactions crypto wallet"
"https://cryptonews.com/news/bonk-price-is-up-13-4-but-experts-say-new-dog-themed-ico-can-offer-1026-returns.htm","Bonk Price Is Up 13.4%, But Experts Say New Dog-Themed ICO Can Offer 1,026% Returns","Tim Hakki","2024-05-03T10:53:23+00:00","Bonk Meme Coins wienerai"
"https://cryptonews.com/news/ens-takes-legal-action-over-unstoppable-domains-blockchain-naming-patent.htm","ENS Takes Legal Action Over Unstoppable Domains' Blockchain Naming Patent","Hongji Feng","2024-05-03T10:02:40+00:00","ENS Web3"
"https://cryptonews.com/news/befe-coin-the-meme-coin-riches-generator-you-need-to-know.htm","BEFE Coin: The MEME Coin Riches Generator You Need to Know","",""
"https://cryptonews.com/news/unveiling-bitgert-coin-the-crypto-sensation-of-the-month.htm","Unveiling Bitgert Coin: The Crypto Sensation of the Month","",""
"https://cryptonews.com/news/announcement-dede-coin-the-dino-meme-cryptocurrency-on-solana-captures-global-interest.htm","Announcement: $DEDE Coin, the Dino-Meme Cryptocurrency on Solana, Captures Global Interest","",""
"https://cryptonews.com/news/tether-partners-with-chainalysis-to-monitor-transactions.htm","Tether Partners With Chainalysis to Monitor Transactions and Combat Illicit Activity","Tanzeel Akhtar","2024-05-03T04:14:35+00:00","Chainalysis Tether Tether USDT"
"https://cryptonews.com/news/chimpzee-continues-charitable-efforts-as-web3s-most-wholesome-passive-income-crypto-project-plants-more-trees-nft-passports-launch.htm","Chimpzee Continues Charitable Efforts As Web3's Most Wholesome Passive Income Crypto Project Plants More Trees - NFT Passports Launch","",""
"https://cryptonews.com/news/top-crypto-gainers-today-on-dexscreener-felon-yield-boob.htm","Top Crypto Gainers Today on DEXScreener – FELON, YIELD, BOOB","Joel Frank","2024-05-03T00:47:48+00:00","Bitcoin btc Top crypto"
"https://cryptonews.com/news/neo-price-prediction-as-neo-token-slips-2-3-despite-market-rebound-can-neo-reach-20.htm","Neo Price Prediction as NEO Token Slips 2.3% Despite Market Rebound – Can NEO Reach $20?","Joel Frank","2024-05-03T00:30:36+00:00","NEO neo price"
"https://cryptonews.com/news/iran-and-russia-working-on-bilateral-cbdc-powered-trade-solutions.htm","Iran and Russia Working on Bilateral CBDC-powered Trade Solutions","Tim Alper","2024-05-02T23:30:28+00:00","CBDC Russia"
"https://cryptonews.com/news/whales-dive-back-into-solana-meme-coins-with-sealana-crypto-presale-raising-100000-in-minutes-2.htm","Whales Dive Back Into Solana Meme Coins with SEALANA Crypto Presale Raising $100,000 in Minutes","Gary McFarlane","2024-05-02T22:06:54+00:00"
"https://cryptonews.com/news/hundred-finance-hacker-transfers-stolen-funds.htm","Hundred Finance Hacker Transfers Stolen Funds After A Year Of Inactivity","Jimmy Aki","2024-05-02T18:44:11+00:00","Crypto Assets Hackers Poloniex Hacker"
"https://cryptonews.com/news/wormhole-w-ethena-ena-both-pump-12-in-24-hours-but-maga-vp-mvp-is-the-one-with-1100x-potential.htm","Wormhole (W) & Ethena (ENA) both pump 12% in 24 hours, but MAGA VP ($MVP) is the one with 1100x potential","",""
"https://cryptonews.com/news/us-sanctions-on-crypto-addresses.htm","US Imposes Sanctions on Crypto Addresses Linked to Russian Drone Maker","Jimmy Aki","2024-05-02T17:43:25+00:00","Crypto Addresses OFAC United States"
"https://cryptonews.com/news/doge-price-is-up-7-holders-venture-into-new-dog-themed-ico-looking-for-1121-returns.htm","DOGE Price Is Up 7%, Holders Venture Into New Dog-Themed ICO, Looking For 1,121% returns","Tim Hakki","2024-05-02T16:02:55+00:00","Dogecoin Meme coin wienerai"
"https://cryptonews.com/news/ex-starknet-and-yuga-labs-execs-join-kraken-backed-100m-l1-nibiru.htm","Ex-Starknet and Yuga Labs Execs Join Kraken-backed $100M L1 Nibiru Chain","Sead Fadilpašić","2024-05-02T13:56:55+00:00","Asia Blockchain Career"
"https://cryptonews.com/news/is-sei-going-to-zero-sei-price-drops-3-investors-stockpile-this-new-gamblefi-token.htm","Is Sei Going to Zero? SEI Price Drops 11%, Investors Stockpile This New GambleFi Token","Tim Hakki","2024-05-02T13:43:25+00:00","layer 1 Mega Dice SEI"
